Version,Segment,Sysytem Source ,Source Object Name (Curated),Source Field Name,Source Field Data Type,Transformation Rule,Target System Name ,Target Object Name ,Target Field Name,Target Field Data Type,Target Field Description,Default Value in Target,Mandatory,Comment
v1.1,POLICY,ACTURIS-SDW,mo_sdw_policy,mo_plc_exclude_from_autorenewal_key,,when mo_plc_exclude_from_autorenewal_key  is 1 then 0and  po.mo_plc_exclude_from_autorenewal_key is 2 then 1 ,,fact_insured_risk_snapshot,auto_renewal,int,Whether policy is getting auto renewed or not.,,,
v1.1,POLICY,ACTURIS-SDW,mo_sdw_rating_notes,mo_rtng_note_full_description,,referral codes starting with R0 are extracted from the description.,,fact_insured_risk_snapshot,override_code,varchar(65535),referral_code from rating notes.,,,
v1.3,POLICY,ACTURIS-SDW,,,,,,fact_insured_risk_snapshot,temp_override_code,integer,,,,
v1.3,POLICY,ACTURIS-SDW,,,,,,fact_insured_risk_snapshot,void_ind,integer,,,,
v1.3,POLICY,ACTURIS-SDW,,,,,,fact_insured_risk_snapshot,nb_void_ind,integer,,,,
v1.3,POLICY,ACTURIS-SDW,mo_sdw_policy,mo_plc_policy_status_description,,when transaction_status is 'Live' then 1 else 0.,,fact_insured_risk_snapshot,policy_live_status,integer,Flag used to identify policy is live or not.,,,
Version,Segment,Sysytem Source ,Source Object Name (Curated),Source Field Name,Source Field Data Type,Transformation Rule,Target System Name ,Target Object Name ,Target Field Name,Target Field Data Type,Target Field Description,Default Value in Target,Mandatory,Comment
v1.4,POLICY,ACTURIS-SDW,mo_sdw_policy,insured_policy_number,,lookup to policy_dim and get the policy_id based on insured_policy_number,,fact_policy_process,policy_id,bigint,This key is used to link the dim_policy to the fact_policy_process in order to get policy level details against the process.,,,
v1.4,POLICY,ACTURIS-SDW,dim_party,src_client_key,,where party_role is  policyholder and appointee.,,fact_policy_process,party_id,bigint,This key is used to link the dim_party to the fact_policy_process in order to get customer level details against the process.,,,
v1.4,POLICY,ACTURIS-SDW,,,,"when mo_prc_rqt_completed_date_key is null then 'No' and  mo_prc_rqt_completed_date_key is not null then 'Yes',",,fact_policy_process,eligibility_run_flag,varchar(3),Whether any eligibility check which is part of a process happened on a policy or not.,,,
v1.4,POLICY,ACTURIS-SDW,mo_sdw_process_request,mo_prc_rqt_completed_date_key,,Direct Mapping,,fact_policy_process,eligibility_date,datetime,Date on which eligibility check gets completed.,,,
v1.4,POLICY,ACTURIS-SDW,mo_sdw_process_request_status,mo_prc_rqt_sts_description,,join mo_sdw_process_request to mo_sdw_process_request_status on mo_prc_rqt_process_request_status_key  and mo_prc_rqt_sts_process_request_status_key respectively. Populate mo_prc_rqt_sts_description.,,fact_policy_process,process_status,varchar(16383),Present status for the process happened when a policy undergo eligibility check.,,,
v1.4,POLICY,ACTURIS-SDW,mo_sdw_process_request,mo_prc_rqt_process_description,,Direct Mapping,,fact_policy_process,process_description,varchar(16383),"Description of all the processes happened. For example eligibility check happened on a policy, etc.",,,
v1.4,POLICY,ACTURIS-SDW,mo_sdw_process_request,mo_prc_rqt_process_notification,,Direct Mapping,,fact_policy_process,process_notification,varchar(16383),Notification of a process happened on the policy with the details.,,,
v1.5,POLICY,ACTURIS-SDW,mo_sdw_process_request,mo_prc_rqt_process_request_key,,Direct Mapping,,fact_policy_process,src_process_request_key,bigint,Source unique column used for reporting.,,,
Version,Segment,Sysytem Source ,Source Object Name (Curated),Source Field Name,Source Field Data Type,Transformation Rule,Target System Name ,Target Object Name ,Target Field Name,Target Field Data Type,Target Field Description,Default Value in Target,Mandatory,Comment
v1.1,POLICY,ACTURIS-SDW,,,,,,dim_amendment_reason,amendment_reason_id,bigint,"Primary Key for dim_amendment_reason, this column contains unique autogenerated values.",,,
v1.1,POLICY,ACTURIS-SDW,"mo_sdw_mta_reason, mo_sdw_temporary_mta_reason","mo_mta_rsn_description, mo_temp_mta_rsn_description",,Consider a union of distinct mo_mta_rsn_description and mo_temp_mta_rsn_description from mo_sdw_mta_reason and mo_sdw_temporary_mta_reason respectively.,,dim_amendment_reason,amendment_reason,varchar(16383),"Reason of the amendment like driver removal, policy type update, etc.",,Yes,
Version,Segment,Sysytem Source ,Source Object Name (Curated),Source Field Name,Source Field Data Type,Transformation Rule,Target System Name ,Target Object Name ,Target Field Name,Target Field Data Type,Target Field Description,Default Value in Target,Mandatory,Comment
v1.4,,,,,,,,dim_channel,channel_id,bigint,"Primary Key for dim_channel, this column contains unique autogenerated values.",,,
v1.2,POLICY,ACTURIS-SDW,mo_sdw_policy_reprt_answer,mo_rept_ans_answer_text,,"1. Join policy table with policy_reprt_fields_up  on policy_key, join policy_reprt_fields_up table with policy_reprt_question on policy_reprt_question_key and policy_reprt_answer on policy_reprt_question_key where question_text column from policy_reprt_question  like 'Originating Channel'.",,dim_channel,originating_channel,varchar(16383),Channel details from which the policy or its updates are raised.,,,
Version,Segment,Sysytem Source ,Source Object Name (Curated),Source Field Name,Source Field Data Type,Transformation Rule,Target System Name ,Target Object Name ,Target Field Name,Target Field Data Type,Target Field Description,Default Value in Target,Mandatory,Comment
v1.1,POLICY,ACTURIS-SDW,,,,,,dim_user_hierarchy,user_hierarchy_id,bigint,"Primary Key for dim_user_hierarchy, this column contains unique autogenerated values.",,,
v1.1,POLICY,ACTURIS-SDW,staff_hierarchy,area,,Direct Mapping,,dim_user_hierarchy,area,varchar(16383),"Area for which user is working. For example Motability,etc.",,,
v1.1,POLICY,ACTURIS-SDW,staff_hierarchy,managingdirector,,Direct Mapping,,dim_user_hierarchy,managingdirector,varchar(16383),Name of the managing director against the user.,,,
v1.1,POLICY,ACTURIS-SDW,staff_hierarchy,director,,Direct Mapping,,dim_user_hierarchy,director,varchar(16383),Name of the director against the user.,,,
v1.1,POLICY,ACTURIS-SDW,staff_hierarchy,clusterdirector,,Direct Mapping,,dim_user_hierarchy,clusterdirector,varchar(16383),Director of the cluster in which user belongs.,,,
v1.1,POLICY,ACTURIS-SDW,staff_hierarchy,centremanager,,Direct Mapping,,dim_user_hierarchy,centremanager,varchar(16383),Manager of the centre in which user belongs.,,,
v1.1,POLICY,ACTURIS-SDW,staff_hierarchy,rbspersno,,Direct Mapping,,dim_user_hierarchy,rbspersno,varchar(16383),old user number when dlg was rbs.,,,
v1.1,POLICY,ACTURIS-SDW,staff_hierarchy,agent,,Direct Mapping,,dim_user_hierarchy,agent,varchar(16383),Agent associated with the user.,,,
v1.1,POLICY,ACTURIS-SDW,staff_hierarchy,tl,,Direct Mapping,,dim_user_hierarchy,tl,varchar(16383),Team Lead.,,,
v1.1,POLICY,ACTURIS-SDW,staff_hierarchy,tlopid,,Direct Mapping,,dim_user_hierarchy,tlopid,varchar(16383),Team Lead Id,,,
v1.1,POLICY,ACTURIS-SDW,staff_hierarchy,manager,,Direct Mapping,,dim_user_hierarchy,manager,varchar(16383),Name of the manager against the user.,,,
v1.1,POLICY,ACTURIS-SDW,staff_hierarchy,site,,Direct Mapping,,dim_user_hierarchy,site,varchar(16383),User is working at which site.,,,
v1.1,POLICY,ACTURIS-SDW,staff_hierarchy,status,,Direct Mapping,,dim_user_hierarchy,status,varchar(16383),The current status of the user.,,,
v1.1,POLICY,ACTURIS-SDW,staff_hierarchy,startdate,,Direct Mapping,,dim_user_hierarchy,src_startdate,date,Date on which the user started.,,,
v1.1,POLICY,ACTURIS-SDW,staff_hierarchy,finishingdate,,Direct Mapping,,dim_user_hierarchy,finishingdate,date,Date on which the user ended.,,,
v1.1,POLICY,ACTURIS-SDW,staff_hierarchy,telsetnumber,,Direct Mapping,,dim_user_hierarchy,telsetnumber,varchar(16383),Number,,,
v1.1,POLICY,ACTURIS-SDW,staff_hierarchy,telsetname,,Direct Mapping,,dim_user_hierarchy,telsetname,varchar(16383),Name,,,
v1.1,POLICY,ACTURIS-SDW,staff_hierarchy,ewfmid,,Direct Mapping,,dim_user_hierarchy,ewfmid,varchar(16383),Acturis generated unique identification Id.,,,
v1.1,POLICY,ACTURIS-SDW,staff_hierarchy,,,Direct Mapping,,dim_user_hierarchy,racfid,varchar(16383),Unique Identification Id of the User associated with dlg.,,,
v1.1,POLICY,ACTURIS-SDW,staff_hierarchy,cicid,,Direct Mapping,,dim_user_hierarchy,cicid,varchar(16383),Same as Racfid,,,
v1.1,POLICY,ACTURIS-SDW,staff_hierarchy,role,,Direct Mapping,,dim_user_hierarchy,role,varchar(16383),Current role of the user.,,,
v1.1,POLICY,ACTURIS-SDW,staff_hierarchy,dept,,Direct Mapping,,dim_user_hierarchy,dept,varchar(16383),From which department does the user belongs.,,,
v1.1,POLICY,ACTURIS-SDW,staff_hierarchy,fte,,Direct Mapping,,dim_user_hierarchy,fte,varchar(16383),fte,,,
v1.1,POLICY,ACTURIS-SDW,staff_hierarchy,motor,,Direct Mapping,,dim_user_hierarchy,motor,boolean,Is User working for motor related policies.,,,
v1.1,POLICY,ACTURIS-SDW,staff_hierarchy,home,,Direct Mapping,,dim_user_hierarchy,home,boolean,Is User working for home related policies.,,,
v1.1,POLICY,ACTURIS-SDW,staff_hierarchy,pet,,Direct Mapping,,dim_user_hierarchy,pet,boolean,Is User working for pet related policies.,,,
v1.1,POLICY,ACTURIS-SDW,staff_hierarchy,travel,,Direct Mapping,,dim_user_hierarchy,travel,boolean,Is User working for travel related policies.,,,
v1.1,POLICY,ACTURIS-SDW,staff_hierarchy,region,,Direct Mapping,,dim_user_hierarchy,region,varchar(16383),Assigned region of the user.,,,
v1.1,POLICY,ACTURIS-SDW,staff_hierarchy,mla,,Direct Mapping,,dim_user_hierarchy,mla,varchar(16383),It is a flag column to identify mla.,,,
v1.1,POLICY,ACTURIS-SDW,staff_hierarchy,hla,,Direct Mapping,,dim_user_hierarchy,hla,varchar(16383),It is a flag column to identify hla.,,,
v1.1,POLICY,ACTURIS-SDW,staff_hierarchy,vtp_live_date,,Direct Mapping,,dim_user_hierarchy,vtp_live_date,date,Live date.,,,
v1.1,POLICY,ACTURIS-SDW,staff_hierarchy,vtp_telset_number,,Direct Mapping,,dim_user_hierarchy,vtp_telset_number,varchar(16383),Number,,,
v1.1,POLICY,ACTURIS-SDW,staff_hierarchy,valid_from,,Direct Mapping,,dim_user_hierarchy,valid_from,date,User related information is valid from which date.,,,
v1.1,POLICY,ACTURIS-SDW,staff_hierarchy,valid_to,,Direct Mapping,,dim_user_hierarchy,valid_to,date,User related information is valid till which date.,,,
v1.1,POLICY,ACTURIS-SDW,staff_hierarchy,ewfmid,,When ewfmid is null then 'Non Acturis' else 'Acturis'.,,dim_user_hierarchy,isacturis,varchar(11),User is from Acturis or not.,,,
v1.1,POLICY,ACTURIS-SDW,staff_hierarchy,valid_from ,,Direct Mapping,,dim_user_hierarchy,start_date,date,Date on which user started.,,,
v1.1,POLICY,ACTURIS-SDW,staff_hierarchy,valid_from ,,"1.Consider next valid_from by partitioning cicid, ewfmid and ordering by  valid_from,finishingdate. 2. Minus 1 from the derived date is end date.",,dim_user_hierarchy,end_date,date,Date on which user ended.,,,
v1.1,POLICY,ACTURIS-SDW,staff_hierarchy,,,current_timestamp,,dim_user_hierarchy,dap_update_timestamp,timestamp,This shows the update date and time if happened on a user.,,,
Version,Segment,Sysytem Source ,Source Object Name (Curated),Source Field Name,Source Field Data Type,Transformation Rule,Target System Name ,Target Object Name ,Target Field Name,Target Field Data Type,Target Field Description,Default Value in Target,Mandatory,Comment
v1.4,POLICY,ACTURIS-SDW,mo_sdw_activity_policy_bridge,mo_act_pol_brd_version_ref,,"1. join mo_sdw_task table to mo_sdw_activity_task_bridge on tsk_task_key  and act_tsk_brg_task_ref respectively. 
2. Join mo_sdw_activity_task_bridge and  mo_sdw_activity_policy_bridge  on  act_tsk_brg_activity_key and mo_act_pol_brd_activity_key respectively.
3. Join mo_sdw_activity_policy_bridge to mo_sdw_policy on version reference.
 4. Join mo_sdw_policy to dim_policy on policy number and populate policy_id from dim_policy.",,fact_task_detail,policy_id,,This key is used to link the dim_policy to the fact_task_details in order to get policy level details against the task.,,,
v1.1,POLICY,ACTURIS-SDW,mo_sdw_task,tsk_client_key,,Join mo_sdw_task table to dim_party  on tsk_client_key and src_client_key respectively and populate party_id from dim_party table.,,fact_task_detail,party_id,,This key is used to link the dim_party to the fact_task_detail in order to get customer level details against the task.,,,
v1.1,POLICY,ACTURIS-SDW,mo_sdw_task,tsk_created_by_user_key,,Populate user id from user dimension using tsk_created_by_user_key,,fact_task_detail,task_created_user_id,,The user who created the task.,,,
v1.1,POLICY,ACTURIS-SDW,mo_sdw_task,tsk_completed_by_user_key,,Populate user id from user dimension using tsk_completed_by_user_key,,fact_task_detail,task_completed_user_id,,The user who completed the task.,,,
v1.1,POLICY,ACTURIS-SDW,mo_sdw_task,tsk_last_updated_by_user_key,,Populate user id from user dimension using tsk_last_updated_by_user_key where task_status is 'Rejected'.,,fact_task_detail,task_rejected_user_id,,The user who rejected the task.,,,
v1.1,POLICY,ACTURIS-SDW,mo_sdw_task,tsk_completed_date_key,,Populate date key from dim_calendar,,fact_task_detail,task_closed_date_key,,Date on which the task is closed.,,,
v1.1,POLICY,ACTURIS-SDW,mo_sdw_task,tsk_task_completed_time_key,,Populate time only ,,fact_task_detail,task_closed_time,,Time on which the task is closed.,,,
v1.1,POLICY,ACTURIS-SDW,mo_sdw_task,tsk_task_created_date_key,,Populate date key from dim_calendar,,fact_task_detail,task_created_date_key,,Date on which the task is created.,,,
v1.1,POLICY,ACTURIS-SDW,mo_sdw_task,tsk_task_created_time_key,,Populate time only ,,fact_task_detail,task_created_time,,Time on which the task is created.,,,
v1.1,POLICY,ACTURIS-SDW,mo_sdw_task,tsk_task_key,,Direct Mapping,,fact_task_detail,task_ref,,Task reference or task key of each and every task.,,,
v1.1,POLICY,ACTURIS-SDW,mo_sdw_task,tsk_task_status_description,,Direct Mapping,,fact_task_detail,task_status,,Status of the task.,,,
v1.1,POLICY,ACTURIS-SDW,mo_sdw_task,tsk_task_description,,Direct Mapping,,fact_task_detail,task_description,,Detailed Description of the task which is created.,,,
v1.1,POLICY,ACTURIS-SDW,mo_sdw_task,tsk_task_title,,Direct Mapping,,fact_task_detail,task_title,,Title of the task created.,,,
v1.4,POLICY,ACTURIS-SDW,mo_sdw_activity_type,mo_act_typ_description,,Populate type of activity using tsk_activity_type_key from mo_sdw_task to mo_act_typ_activity_type_key from mo_sdw_activity_type and use mo_act_typ_description for activity_type.,,fact_task_detail,activity_type,,Activity type related to the task.,,,
v1.6,POLICY,ACTURIS-SDW,mo_sdw_task,tsk_deleted_date_key,,Populate date key from dim_calendar,,fact_task_detail,task_rejected_date_key,,Date on which the task is deleted.,,,
v1.6,POLICY,ACTURIS-SDW,mo_sdw_task,tsk_deleted_date_key,,Populate time only ,,fact_task_detail,task_rejected_time,,Time on which the task is deleted.,,,
v1.7,POLICY,ACTURIS-SDW,mo_sdw_accepted_by_user,mo_acc_by_usr_logonid,,Direct Mapping,,fact_task_detail,src_login_id ,,,,,
,,,mo_sdw_accepted_by_user,mo_acc_by_usr_user_name,,Direct Mapping,,fact_task_detail,src_user_name,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
